Sentence,Label
"// user input handler
void func(char *s){ char user_input_buf[5]; strcpy(user_input_buf, s); }",1
"// user input handler
char name[32]; scanf(""%s"", name);
// end",1
"/* fixed */
char buf[20]; strncat(buf, extra, sizeof(buf)-strlen(buf)-1);",0
"void f(){
  char name[32]; scanf(""%s"", name);
}",1
"void f(){
  char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
}",0
"void read_user_input(){ char user_input_buf[64]; read(fd, user_input_buf, 1024); }",1
"// user input handler
char name[32]; scanf(""%s"", name);",1
"/* fixed */
char buffer[8]; for(i=0;i<min(strlen(s), sizeof(buffer)-1); i++) buffer[i]=s[i]; buffer[min(strlen(s), sizeof(buffer)-1)]=0;",0
"// user input handler
char tmp[16];
sprintf(tmp, ""%s%s"", a, b);",1
"// user input handler
char tmp[16];
sprintf(tmp, ""%s%s"", a, b);",1
"void f(){
  void func(char *s){ char tmp[5]; strcpy(tmp, s); }",1
char data[8]; for(i=0;i<strlen(s);i++) data[i]=s[i];,1
"void f(){
  char buffer[10];
fgets(buffer, sizeof(buffer), stdin);",0
"void f(){
  char buf[8];
strncpy(buf, user_input, 7);
}",0
"// user input handler
char name[32]; scanf(""%s"", name);
// end",1
"// user input handler
char data[8]; for(i=0;i<strlen(s);i++) data[i]=s[i];
}",1
"void func(char *s){ char buffer[5]; strncpy(buffer, s, 4); buffer[4]=0; }",0
"void f(){
  char buffer[20]; strcat(buffer, extra);
}",1
"// safe example
char user_input_buf[10];
fgets(user_input_buf, sizeof(user_input_buf), stdin);
// end",0
"void f(){
  char tmp[20]; strcat(tmp, extra);
}",1
"char name[32]; scanf(""%31s"", name);
// end",0
"// safe example
char name[32]; scanf(""%31s"", name);",0
"// user input handler
char tmp[8];
strcpy(tmp, user_input);
// end",1
"void f(){
  void read_user_input(){ char user_input_buf[8]; read(fd, user_input_buf, min(1024, sizeof(user_input_buf))); }
}",0
"// user input handler
char user_input_buf[8];
strcpy(user_input_buf, user_input);
}",1
"char tmpf[50]; memcpy(tmpf, src, len);
// end",1
"void func(char *s){ char tmp[5]; strcpy(tmp, s); }",1
"/* vulnerable */
char buf[16];
sprintf(buf, ""%s%s"", a, b);
}",1
"void f(){
  char user_input_buf[10];
gets(user_input_buf);
}",1
"/* vulnerable */
char user_input_buf[10];
gets(user_input_buf);",1
"// user input handler
void func(char *s){ char tmp[5]; strcpy(tmp, s); }",1
"/* fixed */
char name[32]; scanf(""%31s"", name);",0
"void f(){
  void read_user_input(){ char user_input_buf[16]; read(fd, user_input_buf, 1024); }",1
"// safe example
char buffer[8];
strncpy(buffer, user_input, 7);
// end",0
"void f(){
  char data[8];
strcpy(data, user_input);
// end",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);
}",0
"// safe example
void func(char *s){ char buffer[5]; strncpy(buffer, s, 4); buffer[4]=0; }
}",0
"/* fixed */
void read_user_input(){ char buf[8]; read(fd, buf, min(1024, sizeof(buf))); }
// end",0
"void f(){
  char name[32]; scanf(""%31s"", name);
}",0
"// safe example
char name[32]; scanf(""%31s"", name);
// end",0
"/* vulnerable */
char buf[8];
strcpy(buf, user_input);
}",1
"void f(){
  char name[32]; scanf(""%31s"", name);
}",0
"// safe example
void func(char *s){ char user_input_buf[5]; strncpy(user_input_buf, s, 4); user_input_buf[4]=0; }
// end",0
"/* fixed */
char data[16];
snprintf(data, sizeof(data), ""%s%s"", a, b);
// end",0
"// safe example
char name[32]; scanf(""%31s"", name);
}",0
"char user_input_buf[16];
sprintf(user_input_buf, ""%s%s"", a, b);",1
"void f(){
  char buffer[10];
gets(buffer);
}",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);",0
"void f(){
  char user_input_buf[20]; strcat(user_input_buf, extra);
}",1
"char *p = malloc(10);
strcpy(p, data);
// end",1
"/* vulnerable */
char tmp[8];
strcpy(tmp, user_input);",1
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"/* vulnerable */
char tmp[8];
strcpy(tmp, user_input);
// end",1
"/* vulnerable */
void read_user_input(){ char data[64]; read(fd, data, 1024); }
// end",1
"// user input handler
char buffer[20]; strcat(buffer, extra);
}",1
"char buffer[10];
gets(buffer);
// end",1
"// user input handler
char *p = malloc(10);
strcpy(p, data);",1
"// user input handler
char bufferf[50]; memcpy(bufferf, src, len);",1
"// user input handler
char user_input_buf[16];
sprintf(user_input_buf, ""%s%s"", a, b);
// end",1
"void read_user_input(){ char buf[8]; read(fd, buf, min(1024, sizeof(buf))); }",0
"void func(char *s){ char user_input_buf[5]; strcpy(user_input_buf, s); }
}",1
"// user input handler
void read_user_input(){ char buffer[64]; read(fd, buffer, 1024); }",1
"/* fixed */
char buf[20]; strncat(buf, extra, sizeof(buf)-strlen(buf)-1);
}",0
"char dataf[50]; memcpy(dataf, src, min(len, sizeof(dataf)));
// end",0
"/* fixed */
void read_user_input(){ char tmp[64]; read(fd, tmp, min(1024, sizeof(tmp))); }",0
"/* vulnerable */
void read_user_input(){ char tmp[16]; read(fd, tmp, 1024); }
}",1
"void f(){
  char buf[10];
gets(buf);",1
"char data[10];
fgets(data, sizeof(data), stdin);
// end",0
"char buf[10];
gets(buf);",1
"char tmp[16];
sprintf(tmp, ""%s%s"", a, b);
// end",1
"/* vulnerable */
char *p = malloc(10);
strcpy(p, data);
}",1
"/* fixed */
void func(char *s){ char user_input_buf[5]; strncpy(user_input_buf, s, 4); user_input_buf[4]=0; }",0
"/* vulnerable */
char *p = malloc(10);
strcpy(p, data);
// end",1
"char tmp[16];
sprintf(tmp, ""%s%s"", a, b);",1
"/* fixed */
char tmp[8]; for(i=0;i<min(strlen(s), sizeof(tmp)-1); i++) tmp[i]=s[i]; tmp[min(strlen(s), sizeof(tmp)-1)]=0;
// end",0
"// safe example
char buf[10];
fgets(buf, sizeof(buf), stdin);
// end",0
"/* fixed */
void read_user_input(){ char tmp[8]; read(fd, tmp, min(1024, sizeof(tmp))); }
}",0
"// safe example
char tmp[8];
strncpy(tmp, user_input, 7);
// end",0
"/* fixed */
char buffer[10];
fgets(buffer, sizeof(buffer), stdin);
}",0
"/* fixed */
char data[8];
strncpy(data, user_input, 7);
}",0
"void func(char *s){ char buffer[5]; strcpy(buffer, s); }
}",1
"void f(){
  char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"// user input handler
void func(char *s){ char buf[5]; strcpy(buf, s); }
}",1
"void f(){
  char tmpf[50]; memcpy(tmpf, src, len);",1
"void f(){
  char buffer[10];
gets(buffer);
}",1
"void f(){
  void read_user_input(){ char data[16]; read(fd, data, 1024); }
}",1
"/* fixed */
void read_user_input(){ char tmp[32]; read(fd, tmp, min(1024, sizeof(tmp))); }
}",0
"void func(char *s){ char data[5]; strcpy(data, s); }",1
"void f(){
  char *p = malloc(10);
strcpy(p, data);",1
"char tmp[8];
strncpy(tmp, user_input, 7);
// end",0
"/* vulnerable */
char name[32]; scanf(""%s"", name);",1
"void f(){
  char data[10];
gets(data);
}",1
"void f(){
  char buf[8];
strncpy(buf, user_input, 7);",0
"/* fixed */
char user_input_buf[8]; for(i=0;i<min(strlen(s), sizeof(user_input_buf)-1); i++) user_input_buf[i]=s[i]; user_input_buf[min(strlen(s), sizeof(user_input_buf)-1)]=0;",0
"char bufferf[50]; memcpy(bufferf, src, min(len, sizeof(bufferf)));",0
"void f(){
  char user_input_buf[20]; strncat(user_input_buf, extra, sizeof(user_input_buf)-strlen(user_input_buf)-1);",0
"/* fixed */
char user_input_buf[16];
snprintf(user_input_buf, sizeof(user_input_buf), ""%s%s"", a, b);
}",0
"/* fixed */
char buffer[8];
strncpy(buffer, user_input, 7);",0
"void func(char *s){ char tmp[5]; strncpy(tmp, s, 4); tmp[4]=0; }",0
"char tmp[16];
snprintf(tmp, sizeof(tmp), ""%s%s"", a, b);",0
"void f(){
  char user_input_buf[8]; for(i=0;i<strlen(s);i++) user_input_buf[i]=s[i];
}",1
"/* vulnerable */
void read_user_input(){ char buffer[16]; read(fd, buffer, 1024); }
}",1
"/* vulnerable */
char user_input_buff[50]; memcpy(user_input_buff, src, len);",1
"char name[32]; scanf(""%s"", name);
// end",1
"// safe example
char name[32]; scanf(""%31s"", name);",0
"void f(){
  char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
// end",0
"char buf[10];
gets(buf);",1
"/* fixed */
char buffer[10];
fgets(buffer, sizeof(buffer), stdin);
}",0
"void func(char *s){ char buf[5]; strncpy(buf, s, 4); buf[4]=0; }
// end",0
"/* vulnerable */
void read_user_input(){ char user_input_buf[16]; read(fd, user_input_buf, 1024); }
// end",1
"/* vulnerable */
char bufferf[50]; memcpy(bufferf, src, len);
// end",1
"void f(){
  char name[32]; scanf(""%31s"", name);",0
"void f(){
  char name[32]; scanf(""%31s"", name);
// end",0
"// user input handler
char *p = malloc(10);
strcpy(p, data);
// end",1
"char tmp[20]; strncat(tmp, extra, sizeof(tmp)-strlen(tmp)-1);
}",0
"char data[16];
sprintf(data, ""%s%s"", a, b);",1
"char user_input_buf[20]; strncat(user_input_buf, extra, sizeof(user_input_buf)-strlen(user_input_buf)-1);",0
"/* vulnerable */
char bufferf[50]; memcpy(bufferf, src, len);
}",1
"/* vulnerable */
char tmpf[50]; memcpy(tmpf, src, len);",1
"void f(){
  char buffer[16];
snprintf(buffer, sizeof(buffer), ""%s%s"", a, b);
}",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"/* fixed */
char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
}",0
"/* vulnerable */
char buf[8];
strcpy(buf, user_input);",1
"/* fixed */
char buf[8]; for(i=0;i<min(strlen(s), sizeof(buf)-1); i++) buf[i]=s[i]; buf[min(strlen(s), sizeof(buf)-1)]=0;",0
"/* fixed */
char user_input_buf[10];
fgets(user_input_buf, sizeof(user_input_buf), stdin);
// end",0
"void f(){
  void read_user_input(){ char data[32]; read(fd, data, min(1024, sizeof(data))); }
}",0
"void f(){
  void func(char *s){ char data[5]; strncpy(data, s, 4); data[4]=0; }",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
}",0
"char tmpf[50]; memcpy(tmpf, src, len);
// end",1
"void f(){
  char tmp[16];
sprintf(tmp, ""%s%s"", a, b);",1
"// safe example
void func(char *s){ char user_input_buf[5]; strncpy(user_input_buf, s, 4); user_input_buf[4]=0; }",0
"void func(char *s){ char buf[5]; strncpy(buf, s, 4); buf[4]=0; }",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"// user input handler
char user_input_buff[50]; memcpy(user_input_buff, src, len);
}",1
"/* fixed */
char name[32]; scanf(""%31s"", name);
}",0
"char user_input_buf[20]; strncat(user_input_buf, extra, sizeof(user_input_buf)-strlen(user_input_buf)-1);
// end",0
"// safe example
char user_input_buf[20]; strncat(user_input_buf, extra, sizeof(user_input_buf)-strlen(user_input_buf)-1);
// end",0
"void f(){
  char data[10];
fgets(data, sizeof(data), stdin);",0
"/* vulnerable */
char tmpf[50]; memcpy(tmpf, src, len);
}",1
"/* fixed */
char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
// end",0
"// safe example
char buf[8]; for(i=0;i<min(strlen(s), sizeof(buf)-1); i++) buf[i]=s[i]; buf[min(strlen(s), sizeof(buf)-1)]=0;
}",0
"// safe example
char user_input_buff[50]; memcpy(user_input_buff, src, min(len, sizeof(user_input_buff)));
// end",0
"void read_user_input(){ char buf[8]; read(fd, buf, 1024); }",1
"/* vulnerable */
char *p = malloc(10);
strcpy(p, data);
// end",1
"char *p = malloc(10);
strncpy(p, data, 9);
}",0
"char data[8]; for(i=0;i<strlen(s);i++) data[i]=s[i];
}",1
"void func(char *s){ char data[5]; strcpy(data, s); }
// end",1
"/* vulnerable */
char user_input_buff[50]; memcpy(user_input_buff, src, len);
// end",1
"// safe example
void func(char *s){ char buf[5]; strncpy(buf, s, 4); buf[4]=0; }
}",0
"/* fixed */
char user_input_buff[50]; memcpy(user_input_buff, src, min(len, sizeof(user_input_buff)));
// end",0
"// user input handler
void read_user_input(){ char buf[16]; read(fd, buf, 1024); }",1
"// user input handler
char *p = malloc(10);
strcpy(p, data);",1
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
}",0
"// user input handler
void read_user_input(){ char tmp[32]; read(fd, tmp, 1024); }
// end",1
"void f(){
  char buf[16];
sprintf(buf, ""%s%s"", a, b);",1
"/* vulnerable */
char tmp[10];
gets(tmp);
}",1
"void f(){
  void func(char *s){ char user_input_buf[5]; strncpy(user_input_buf, s, 4); user_input_buf[4]=0; }
}",0
"void f(){
  char name[32]; scanf(""%s"", name);
}",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  char name[32]; scanf(""%31s"", name);
// end",0
"/* vulnerable */
char data[10];
gets(data);",1
"// safe example
char name[32]; scanf(""%31s"", name);",0
"void f(){
  char user_input_buf[10];
gets(user_input_buf);
}",1
"// user input handler
char data[16];
sprintf(data, ""%s%s"", a, b);
// end",1
"/* vulnerable */
void read_user_input(){ char tmp[16]; read(fd, tmp, 1024); }
}",1
"/* vulnerable */
char buf[8];
strcpy(buf, user_input);",1
"void f(){
  char *p = malloc(10);
strncpy(p, data, 9);",0
"char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  void read_user_input(){ char tmp[32]; read(fd, tmp, 1024); }
// end",1
"/* fixed */
void func(char *s){ char buffer[5]; strncpy(buffer, s, 4); buffer[4]=0; }
// end",0
"// safe example
char buf[10];
fgets(buf, sizeof(buf), stdin);",0
"void f(){
  char user_input_buf[20]; strcat(user_input_buf, extra);
}",1
"/* vulnerable */
char buf[8];
strcpy(buf, user_input);",1
"// safe example
char buffer[8];
strncpy(buffer, user_input, 7);
}",0
"void f(){
  void read_user_input(){ char buffer[32]; read(fd, buffer, min(1024, sizeof(buffer))); }
// end",0
"// user input handler
char tmp[8];
strcpy(tmp, user_input);",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);",0
"/* vulnerable */
char user_input_buf[20]; strcat(user_input_buf, extra);",1
"/* fixed */
char buffer[16];
snprintf(buffer, sizeof(buffer), ""%s%s"", a, b);",0
"void f(){
  void func(char *s){ char data[5]; strcpy(data, s); }
}",1
"void f(){
  char *p = malloc(10);
strcpy(p, data);",1
"/* fixed */
void read_user_input(){ char buf[8]; read(fd, buf, min(1024, sizeof(buf))); }
}",0
"void f(){
  char user_input_buf[8];
strncpy(user_input_buf, user_input, 7);",0
"void f(){
  char buff[50]; memcpy(buff, src, len);
}",1
"/* fixed */
void read_user_input(){ char tmp[8]; read(fd, tmp, min(1024, sizeof(tmp))); }
}",0
"void f(){
  char buffer[8];
strncpy(buffer, user_input, 7);
}",0
"// user input handler
char buff[50]; memcpy(buff, src, len);",1
"/* vulnerable */
char tmp[16];
sprintf(tmp, ""%s%s"", a, b);",1
"/* vulnerable */
void func(char *s){ char data[5]; strcpy(data, s); }
// end",1
"void func(char *s){ char buffer[5]; strcpy(buffer, s); }
}",1
"// safe example
char dataf[50]; memcpy(dataf, src, min(len, sizeof(dataf)));
}",0
"char tmp[8];
strcpy(tmp, user_input);
// end",1
"void f(){
  char *p = malloc(10);
strncpy(p, data, 9);",0
"/* fixed */
char name[32]; scanf(""%31s"", name);",0
"/* vulnerable */
char tmp[20]; strcat(tmp, extra);
// end",1
"/* vulnerable */
void read_user_input(){ char data[64]; read(fd, data, 1024); }",1
"void f(){
  char tmp[20]; strcat(tmp, extra);
// end",1
"void f(){
  char buf[10];
fgets(buf, sizeof(buf), stdin);
}",0
"// user input handler
char *p = malloc(10);
strcpy(p, data);
// end",1
"char user_input_buf[8]; for(i=0;i<min(strlen(s), sizeof(user_input_buf)-1); i++) user_input_buf[i]=s[i]; user_input_buf[min(strlen(s), sizeof(user_input_buf)-1)]=0;",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
}",0
"// user input handler
void read_user_input(){ char tmp[8]; read(fd, tmp, 1024); }
// end",1
"void f(){
  void read_user_input(){ char buffer[16]; read(fd, buffer, min(1024, sizeof(buffer))); }",0
"/* vulnerable */
char buffer[20]; strcat(buffer, extra);
// end",1
"// user input handler
char tmp[8]; for(i=0;i<strlen(s);i++) tmp[i]=s[i];
// end",1
"void f(){
  char tmpf[50]; memcpy(tmpf, src, min(len, sizeof(tmpf)));
// end",0
"void f(){
  char name[32]; scanf(""%31s"", name);",0
"char *p = malloc(10);
strncpy(p, data, 9);",0
"// safe example
char tmp[8];
strncpy(tmp, user_input, 7);
}",0
"// safe example
char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
// end",0
"void func(char *s){ char data[5]; strcpy(data, s); }
// end",1
"// user input handler
char *p = malloc(10);
strcpy(p, data);",1
"/* fixed */
char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
// end",0
"/* vulnerable */
char dataf[50]; memcpy(dataf, src, len);",1
"void f(){
  char buf[20]; strcat(buf, extra);
}",1
"/* fixed */
char tmp[16];
snprintf(tmp, sizeof(tmp), ""%s%s"", a, b);",0
"char buffer[10];
fgets(buffer, sizeof(buffer), stdin);
// end",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  char name[32]; scanf(""%31s"", name);",0
"char *p = malloc(10);
strncpy(p, data, 9);
}",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);",0
"void f(){
  char user_input_buf[8];
strcpy(user_input_buf, user_input);
}",1
"void f(){
  char user_input_buf[16];
snprintf(user_input_buf, sizeof(user_input_buf), ""%s%s"", a, b);
}",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  char buf[8]; for(i=0;i<strlen(s);i++) buf[i]=s[i];",1
"/* fixed */
char buffer[8];
strncpy(buffer, user_input, 7);
}",0
"char tmpf[50]; memcpy(tmpf, src, min(len, sizeof(tmpf)));
}",0
"void f(){
  char buff[50]; memcpy(buff, src, len);
}",1
"void f(){
  char tmpf[50]; memcpy(tmpf, src, min(len, sizeof(tmpf)));",0
"void f(){
  char buf[10];
fgets(buf, sizeof(buf), stdin);
}",0
"void f(){
  char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
}",0
"void f(){
  char data[20]; strcat(data, extra);
}",1
"// user input handler
char user_input_buff[50]; memcpy(user_input_buff, src, len);
}",1
"// user input handler
char buf[8]; for(i=0;i<strlen(s);i++) buf[i]=s[i];
}",1
"void f(){
  char name[32]; scanf(""%s"", name);
// end",1
"/* vulnerable */
char buf[16];
sprintf(buf, ""%s%s"", a, b);
}",1
"char buf[16];
snprintf(buf, sizeof(buf), ""%s%s"", a, b);",0
"void f(){
  char user_input_buf[16];
snprintf(user_input_buf, sizeof(user_input_buf), ""%s%s"", a, b);
// end",0
"char buffer[8];
strcpy(buffer, user_input);
}",1
"// user input handler
char user_input_buf[8]; for(i=0;i<strlen(s);i++) user_input_buf[i]=s[i];
}",1
"// safe example
char buf[8];
strncpy(buf, user_input, 7);",0
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);",0
"/* fixed */
char tmp[8];
strncpy(tmp, user_input, 7);
// end",0
"char *p = malloc(10);
strncpy(p, data, 9);",0
"void f(){
  char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
// end",0
"char user_input_buf[16];
sprintf(user_input_buf, ""%s%s"", a, b);
// end",1
"/* vulnerable */
char bufferf[50]; memcpy(bufferf, src, len);
}",1
"/* vulnerable */
char buf[8]; for(i=0;i<strlen(s);i++) buf[i]=s[i];",1
"void f(){
  void func(char *s){ char buffer[5]; strncpy(buffer, s, 4); buffer[4]=0; }
// end",0
"void f(){
  char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
// end",0
"void read_user_input(){ char data[32]; read(fd, data, 1024); }
}",1
"// safe example
char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
}",0
"// user input handler
char user_input_buf[10];
gets(user_input_buf);
// end",1
"// safe example
void read_user_input(){ char user_input_buf[64]; read(fd, user_input_buf, min(1024, sizeof(user_input_buf))); }
}",0
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"/* vulnerable */
char data[16];
sprintf(data, ""%s%s"", a, b);
}",1
"void f(){
  char user_input_buf[20]; strncat(user_input_buf, extra, sizeof(user_input_buf)-strlen(user_input_buf)-1);",0
"char user_input_buf[8];
strncpy(user_input_buf, user_input, 7);
// end",0
"/* vulnerable */
char user_input_buf[20]; strcat(user_input_buf, extra);",1
"void func(char *s){ char buffer[5]; strcpy(buffer, s); }
// end",1
"/* vulnerable */
char buf[10];
gets(buf);
}",1
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);",0
"void f(){
  char buf[8]; for(i=0;i<strlen(s);i++) buf[i]=s[i];
}",1
"void f(){
  char name[32]; scanf(""%s"", name);
}",1
"void f(){
  char tmpf[50]; memcpy(tmpf, src, min(len, sizeof(tmpf)));
}",0
"// user input handler
char user_input_buf[16];
sprintf(user_input_buf, ""%s%s"", a, b);
// end",1
"char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
}",0
"/* vulnerable */
char dataf[50]; memcpy(dataf, src, len);
}",1
"/* vulnerable */
void func(char *s){ char buffer[5]; strcpy(buffer, s); }
// end",1
"void f(){
  char data[16];
snprintf(data, sizeof(data), ""%s%s"", a, b);",0
"/* vulnerable */
char *p = malloc(10);
strcpy(p, data);
// end",1
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  char name[32]; scanf(""%s"", name);
// end",1
"// safe example
char name[32]; scanf(""%31s"", name);
}",0
"char buf[16];
snprintf(buf, sizeof(buf), ""%s%s"", a, b);
// end",0
"void f(){
  char buf[16];
snprintf(buf, sizeof(buf), ""%s%s"", a, b);
}",0
"char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
}",0
"char name[32]; scanf(""%31s"", name);
// end",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  void func(char *s){ char buf[5]; strncpy(buf, s, 4); buf[4]=0; }",0
"/* vulnerable */
char user_input_buf[10];
gets(user_input_buf);
// end",1
"// safe example
char data[10];
fgets(data, sizeof(data), stdin);
// end",0
"// user input handler
char tmp[20]; strcat(tmp, extra);",1
"char data[10];
gets(data);",1
"void f(){
  char name[32]; scanf(""%s"", name);",1
"/* vulnerable */
char data[10];
gets(data);",1
"/* vulnerable */
char user_input_buf[16];
sprintf(user_input_buf, ""%s%s"", a, b);
}",1
"char name[32]; scanf(""%31s"", name);
}",0
"void f(){
  char buf[10];
fgets(buf, sizeof(buf), stdin);",0
"char tmpf[50]; memcpy(tmpf, src, len);
// end",1
"// user input handler
char tmp[20]; strcat(tmp, extra);",1
"// safe example
char buf[8]; for(i=0;i<min(strlen(s), sizeof(buf)-1); i++) buf[i]=s[i]; buf[min(strlen(s), sizeof(buf)-1)]=0;
// end",0
"void f(){
  char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
// end",0
"/* fixed */
char data[16];
snprintf(data, sizeof(data), ""%s%s"", a, b);",0
"/* vulnerable */
char bufferf[50]; memcpy(bufferf, src, len);
// end",1
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
}",0
"char tmpf[50]; memcpy(tmpf, src, len);
// end",1
"/* fixed */
char buffer[16];
snprintf(buffer, sizeof(buffer), ""%s%s"", a, b);",0
"/* vulnerable */
char data[8]; for(i=0;i<strlen(s);i++) data[i]=s[i];
}",1
"// safe example
char buffer[16];
snprintf(buffer, sizeof(buffer), ""%s%s"", a, b);
// end",0
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);",0
"char *p = malloc(10);
strncpy(p, data, 9);",0
"/* vulnerable */
char tmp[10];
gets(tmp);",1
"// user input handler
char data[8];
strcpy(data, user_input);
// end",1
"void f(){
  char buf[20]; strncat(buf, extra, sizeof(buf)-strlen(buf)-1);
// end",0
"void func(char *s){ char tmp[5]; strcpy(tmp, s); }
}",1
"char buffer[16];
sprintf(buffer, ""%s%s"", a, b);",1
"/* fixed */
char name[32]; scanf(""%31s"", name);",0
"// user input handler
char data[8]; for(i=0;i<strlen(s);i++) data[i]=s[i];
// end",1
"void f(){
  void read_user_input(){ char data[64]; read(fd, data, 1024); }
}",1
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);",0
"// user input handler
char buff[50]; memcpy(buff, src, len);
}",1
"char data[8]; for(i=0;i<min(strlen(s), sizeof(data)-1); i++) data[i]=s[i]; data[min(strlen(s), sizeof(data)-1)]=0;
}",0
"// safe example
char data[20]; strncat(data, extra, sizeof(data)-strlen(data)-1);
// end",0
"// user input handler
char buf[10];
gets(buf);",1
"char tmp[16];
snprintf(tmp, sizeof(tmp), ""%s%s"", a, b);",0
"void f(){
  char bufferf[50]; memcpy(bufferf, src, len);
}",1
"void f(){
  char name[32]; scanf(""%31s"", name);
}",0
"void read_user_input(){ char buf[64]; read(fd, buf, 1024); }",1
"void f(){
  char tmpf[50]; memcpy(tmpf, src, min(len, sizeof(tmpf)));
// end",0
"// user input handler
char *p = malloc(10);
strcpy(p, data);
}",1
"char user_input_buf[8]; for(i=0;i<min(strlen(s), sizeof(user_input_buf)-1); i++) user_input_buf[i]=s[i]; user_input_buf[min(strlen(s), sizeof(user_input_buf)-1)]=0;
// end",0
"// user input handler
char data[20]; strcat(data, extra);
}",1
"void f(){
  char data[16];
sprintf(data, ""%s%s"", a, b);
// end",1
"void f(){
  char buf[10];
fgets(buf, sizeof(buf), stdin);
}",0
"// user input handler
char buffer[8];
strcpy(buffer, user_input);",1
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"/* vulnerable */
char data[16];
sprintf(data, ""%s%s"", a, b);
// end",1
"// user input handler
char name[32]; scanf(""%s"", name);
}",1
"char buf[8];
strncpy(buf, user_input, 7);
// end",0
"/* fixed */
char *p = malloc(10);
strncpy(p, data, 9);
}",0
"char buffer[16];
sprintf(buffer, ""%s%s"", a, b);
}",1
"// safe example
char tmp[10];
fgets(tmp, sizeof(tmp), stdin);
// end",0
"void f(){
  char buf[8];
strncpy(buf, user_input, 7);
}",0
"char buffer[8];
strcpy(buffer, user_input);
// end",1
"// user input handler
char data[10];
gets(data);
// end",1
"void f(){
  char name[32]; scanf(""%31s"", name);
}",0
"// safe example
char buf[8];
strncpy(buf, user_input, 7);
// end",0
"// safe example
char *p = malloc(10);
strncpy(p, data, 9);",0
"void read_user_input(){ char buffer[64]; read(fd, buffer, min(1024, sizeof(buffer))); }",0
"void f(){
  char *p = malloc(10);
strncpy(p, data, 9);
// end",0
"void f(){
  char name[32]; scanf(""%s"", name);
}",1
"/* fixed */
void read_user_input(){ char tmp[16]; read(fd, tmp, min(1024, sizeof(tmp))); }",0
"char tmp[8]; for(i=0;i<min(strlen(s), sizeof(tmp)-1); i++) tmp[i]=s[i]; tmp[min(strlen(s), sizeof(tmp)-1)]=0;",0
"/* vulnerable */
char name[32]; scanf(""%s"", name);",1
"/* fixed */
char buffer[20]; strncat(buffer, extra, sizeof(buffer)-strlen(buffer)-1);
// end",0
"/* fixed */
char tmp[8];
strncpy(tmp, user_input, 7);
// end",0
"char name[32]; scanf(""%31s"", name);
}",0
"void f(){
  char tmp[16];
snprintf(tmp, sizeof(tmp), ""%s%s"", a, b);
// end",0
"void f(){
  char data[10];
fgets(data, sizeof(data), stdin);",0
"// safe example
void func(char *s){ char buf[5]; strncpy(buf, s, 4); buf[4]=0; }
}",0
"/* vulnerable */
char name[32]; scanf(""%s"", name);",1
"// safe example
char data[20]; strncat(data, extra, sizeof(data)-strlen(data)-1);
// end",0
"// user input handler
char buf[8];
strcpy(buf, user_input);
// end",1
